
Unit Economics,,,,,,,,,,,,,,,,,,,,,Manning Cost,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,, Margin ,15%,,,, Hot Kitchen Employee Cost ,,,,,,,,,,Packaging Employee Cost & QC Cost,,,,,,,,,,,,,





















































































































































































































































































































































































































































































Paneer butter masala,,,,,,,,,
Video Link,,Per,Scale,,,,,,
,,1,62,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,MethodF,,,62
1,Refined Oil Mahakosh,0.02,1.5,114,171,"Heat a pan and pour oil into it. Next, add cumin seeds, bay leaves, cinnamon, and green cardamom. Then, chop onions and sauté until golden brown.

Once the onions are browned, add ginger-garlic paste and cook until fragrant. Then, add turmeric, Kashmiri red chili powder, kitchen king masala, coriander powder, cumin powder, and dried fenugreek leaves. After that, pour in tomato gravy and cook until well blended. Season with salt and continue cooking until the mixture thickens. Finally, add white gravy and cook until the flavors meld together. Sprinkle with cumin powder and garam masala.

To finish, add butter and cream, and garnish with chopped coriander before serving.",,,1.5
2,Spice Jeera (Cumin) Whole,0.00,0.1,632,51,,,,0.08
3,Onion Tomato Masala,0.13,8.0,58,463,,,,8
4,Makhani Gravy,0.58,36.0,#REF!,#REF!,,,,36
5,White Gravy,0.06,4.0,82,328,,,,4
6,Salt Tata,0.01,0.4,28,11,,,,0.4
7,Spice Chilli Powder Kashmiri Catch,0.00,0.1,740,44,,,,0.06
8,Everest Dhaniya Powder,0.00,0.1,170,14,,,,0.08
9,Super Garam Masala Catch,0.00,0.0,326,13,,,,0.05
10,Cumin Powder ( Jeera Powder),0.00,0.0,430,14,,,,0.04
11,Spice Kitchen King Masala,0.00,0.1,500,48,,,,0.12
12,Spice Kasturi Methi Catch,0.00,0.0,670,22,,,,0.04
13,Butter Nutralite,0.03,1.6,105,169,,,,2
14,Amul Fresh Cream,0.05,2.4,209,506,,,,3
15,Malai Paneer,0.19,9.7,230,2226,,,,12
16,Water For Cooking,0.00,0.0,1,0,,,,0.06
17,Veg Coriander Chopped,0.00,0.2,54,11,,,,0.2
18,Spice Tej Patta (Bay Leaf),0.00,0.0,168,,,,,0.015
19,Spice Cinnamon Stick (Whole),0.00,0.0,303,,,,,0.016
20,Spice Cardamom Green,0.00,0.0,2188,,Photo,,,0.015
21,,,,#N/A,,,,,
22,,,,#N/A,,,,,
23,,,,#N/A,,,,,
24,,,,#N/A,,,,,
25,,,,#N/A,,,,,
Total Qty,,1.09,64.3,#N/A,#REF!,,,,
16%,Yield Qty,0.9,56.8,Per Kg,#REF!,,,,


Kadaiwala Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,10,50,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,81
1,Kadhai Masala,0.004,0.2,0,0,"For Kadai Masala, in a pan, add whole coriander seeds, whole cumin seeds, sesame seeds, a cinnamon stick, both cardamoms, kasuri methi, and whole Kashmiri chillies. Grind them into a coarse powder.

Heat oil in a pan, add dried red chillies, whole coriander seeds, cumin seeds, chopped onions, and cook until golden brown. Then, add ginger-garlic paste, Kashmiri red chilli powder, turmeric powder, and makhani gravy. Cook thoroughly and set aside.

In a separate pan, heat oil, add diced capsicum and onion, and sauté until tender. Then, add half of the prepared Kadai Masala, slit green chillies, and sauté well.

Transfer the prepared gravy to the kadai, and cook thoroughly. Add the remaining Kadai Masala, kasuri methi, garam masala, Amul cream, and chopped coriander. Mix everything well.




",,,0.3
2,Refined Oil Mahakosh,0.031,1.5,114,176,,,,2.5
3,Spice Whole Red Chilli Thin,0.000,0.0,330,4,,,,0.02
4,Butter Nutralite,0.025,1.2,105,130,,,,2
5,Spice Jeera (Cumin) Whole,0.049,2.5,632,1560,,,,4
6,Veg Paste Ginger Garlic,0.002,0.1,90,11,,,,0.2
7,Everest Haldi Powder,0.002,0.1,188,17,,,,0.15
8,Veg Red Onion Chopped,0.025,1.2,34,41,,,,2
9,Spice Chilli Powder Kashmiri Catch,0.001,0.1,740,46,,,,0.1
10,Makhani Gravy,0.469,23.5,#REF!,#REF!,,,,38
11,Veg Capsicum Green Cleaned ,0.074,3.7,59,218,,,,6
12,Onion Peeled Whole,0.049,2.5,34,83,,,,4
13,Water For Cooking,0.074,3.7,1,4,,,,6
14,Malai Paneer,0.198,9.9,230,2272,,,,16
15,Veg Coriander Chopped,0.006,0.3,54,17,,,,0.5
16,Spice Kasturi Methi Catch,0.002,0.1,670,62,,,,0.15
17,Super Garam Masala Catch,0.001,0.0,326,16,,,,0.08
18,Salt Tata,0.009,0.4,28,12,,,,0.7
19,Amul Fresh Cream,0.049,2.5,209,516,,,,4
20,,,0,#N/A,,,,,
21,,,0,#N/A,,Photo,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
26,,,0,#N/A,,,,,
Total Qty,,1.07,53.5,#N/A,#REF!,,,,
5%,Yield Qty,1.0,50.8,Per Kg,#REF!,,,,


Lehsuni Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,50,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Onion-Tomato Gravy,0.30,15.00,25,375,"In a pan, heat oil and then add crushed garlic cloves, chopped onion, and ginger-garlic paste. Next, incorporate the soaked masala mix consisting of Kashmiri mirchi powder, dhaniya powder, cumin powder, and haldi. Cook the mixture thoroughly. After that, add the onion-tomato gravy and the white gravy, and continue cooking until the gravy reaches the desired consistency. Then, pour in water and add salt, garam masala powder, kasuri methi powder, paneer, and chopped coriander. Allow the dish to simmer until all the flavors meld together perfectly. Serve the dish hot, garnished with fresh coriander leaves.",,,
2,Boondi,0.05,2.50,200,500,,,,
3,Veg Paste Ginger Garlic,0.02,1.00,90,90,,,,
4,Spice Chilli Powder Kashmiri Catch,0.01,0.25,740,185,,,,
5,Everest Dhaniya Powder,0.01,0.35,170,60,,,,
6,Cumin Powder ( Jeera Powder),0.01,0.25,430,108,,,,
7,Everest Haldi Powder,0.00,0.10,188,19,,,,
8,Refined Oil Mahakosh,0.02,1.00,114,114,,,,
9,Veg Garlic Peeled/Chopped,0.05,2.50,209,523,,,,
10,Veg Red Onion Chopped,0.13,6.50,34,218,,,,
11,Salt Tata,0.01,0.40,28,11,,,,
12,Super Garam Masala Catch,0.00,0.10,326,33,,,,
13,Spice Kasturi Methi Catch,0.00,0.15,670,101,,,,
14,Sugar,0.00,0.05,44,2,,,,
15,Veg Coriander Chopped,0.01,0.50,54,27,,,,
16,Amul Fresh Cream,0.02,0.92,209,192,,,,
17,Water For Cooking,0.27,13.50,1,14,,,,
18,Malai Paneer,0.24,12.00,230,2760,,,,
19,,,0.00,#N/A,,,,,
20,,,0.00,#N/A,,Photo,,,
21,,,0.00,#N/A,,,,,
22,,,0.00,#N/A,,,,,
23,,,0.00,#N/A,,,,,
24,,,0.00,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.14,57.1,#N/A,5329,,,,
12%,Yield Qty,1.0,50.2,Per Kg,106,,,,


Palak Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,20,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,93
1,Veg Spinach Blanched,0.591,11.83,45,527,"First, clean and boil the spinach leaves in water with sugar, then make a puree and set it aside. In a pan, heat oil and add jeera, whole red mirch, ginger-garlic paste, and chopped garlic. Sauté for 1 minute, then add chopped onions and cook until golden brown. Next, add Kashmiri chilli powder, kitchen king jeera powder, dhaniya powder, and besan. Cook for another 3-4 minutes. Incorporate the prepared spinach puree and onion-tomato masala, along with water for cooking. Cook the mixture thoroughly. Meanwhile, cut paneer into 9-gram cubes, blanch them with haldi and salt in warm water. Finally, add kasuri methi powder, garam masala powder, and check for seasoning. Serve the dish hot.",,,55
2,Sugar,0.002,0.04,44,2,,,,0.2
3,Water For Cooking,0.065,1.29,1,1,,,,6
4,Refined Oil Mahakosh,0.027,0.54,114,61,,,,2.5
5,Veg Garlic Peeled/Chopped,0.016,0.32,209,67,,,,1.5
6,Spice Jeera (Cumin) Whole,0.001,0.02,632,11,,,,0.08
7,Onion Tomato Masala,0.108,2.15,58,125,,,,10
8,Spice Chilli Powder Kashmiri Catch,0.001,0.02,740,13,,,,0.08
9,Everest Dhaniya Powder,0.001,0.03,170,5,,,,0.13
10,Besan,0.027,0.54,107,58,,,,2.5
11,Spice Kasturi Methi Catch,0.000,0.00,670,1,,,,0.01
12,Super Garam Masala Catch,0.000,0.01,326,2,,,,0.03
13,Malai Paneer,0.204,4.09,230,940,,,,19
14,Butter Nutralite,0.011,0.22,105,23,,,,1
15,Green Chili Paste,0.000,0.00,53,0,,,,0.02
16,Spice Whole Red Chilli Thin,0.000,0.00,330,,,,,0.02
17,Spice Kitchen King Masala,0.001,0.02,500,,,,,0.1
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.06,21.1,#N/A,1835,,,,
5%,Yield Qty,1.00,20.1,Per Kg,92,,,,


Paneer Sirka Pyaaz,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,31,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,0.03,0.93,114,106,"Start by heating oil in a handi, then add all the whole spices. Once they release their aroma, add onions and sauté until they turn golden brown. Next, add ginger-garlic paste followed by all the powdered spices - haldi powder, dhaniya powder, deggi mirch, and kitchen king. Cook the spices well with a light tomato gravy to prevent burning. Then, incorporate the white gravy and tomato gravy. Ensure the mixture is cooked thoroughly before adding salt. Once the gravy has reached the desired consistency, add cream, butter, sirka onions, and paneer. Serve hot, garnished with chopped coriander.",,,
2,Spice Jeera (Cumin) Whole,0.003,0.09,632,59,,,,
3,Spice Cardamom Green,0.001,0.03,2188,68,,,,
4,Spice Cinnamon Stick (Whole),0.001,0.03,303,9,,,,
5,Spice Tej Patta (Bay Leaf),0.001,0.03,168,5,,,,
6,Spice Laung (Cloves),0.001,0.03,1244,39,,,,
7,Veg Red Onion Chopped,0.2,6.20,34,208,,,,
8,Veg Paste Ginger Garlic,0.005,0.16,90,14,,,,
9,Veg Green Chilli Chopped,0.005,0.16,53,8,,,,
10,Salt Tata,0.015,0.47,28,13,,,,
11,Everest Dhaniya Powder,0.005,0.16,170,26,,,,
12,Everest Haldi Powder,0.005,0.16,188,29,,,,
13,Spice Deggi Mirch Mdh,0.005,0.16,949,147,,,,
14,Super Garam Masala Catch,0.003,0.09,326,30,,,,
15,Veg Tomato Chopped,0.3,9.30,23,213,,,,
16,Malai Paneer,0.24,7.44,230,1711,,,,
17,White Gravy,0.08,2.48,82,203,,,,
18,Curd,0.06,1.86,70,130,,,,
19,Onion Peeled Dices,0.02,0.62,31,19,,,,
20,Vinegar White 700Ml,0.004,0.12,58,7,Photo,,,
21,Veg Coriander Chopped,0.004,0.12,54,7,,,,
22,Water For Cooking,0.18,5.58,1,6,,,,
23,,,0,,,,,,
24,,,0,,,,,,
25,,,0,,,,,,
Total Qty,,1.17,36.2,#N/A,3059,,,,
14%,Yield Qty,1.0,31.1,Per Kg,98,,,,


Paneer Korma,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,49,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Malai Paneer,0.24,11.76,230,2705,"Begin by heating a pan with a little oil. Once the oil is heated, add the tej patta, dal chini, whole jeera, and green elaichi. Allow them to release their aroma. Then, add ginger-garlic paste and let it brown slightly. Follow by adding browned onions and cooking them well. Incorporate haldi, deggi mirch, cumin powder, dhaniya powder, and kitchen king. Mix the spices well before adding the white gravy and salt to taste. Adjust the consistency by adding water as needed and cook thoroughly. Next, add garam masala, a touch of kewra jal, and kasuri methi. Finish by adding cream and butter, and garnish with chopped coriander before serving.",,,
2,Brown Onion Crushed,0.12,5.88,137,806,,,,
3,Curd,0.15,7.35,70,515,,,,
4,Refined Oil Mahakosh,0.02,0.98,114,112,,,,
5,Spice Cardamom Green,0.001,0.049,2188,107,,,,
6,Spice Black Cardamom,0.001,0.049,1325,65,,,,
7,Spice Tej Patta (Bay Leaf),0.001,0.049,168,8,,,,
8,Spice Cinnamon Stick (Whole),0.001,0.049,303,15,,,,
9,White Gravy,0.25,12.25,82,1005,,,,
10,Everest Haldi Powder,0.005,0.245,188,46,,,,
11,Spice Deggi Mirch Mdh,0.005,0.245,949,233,,,,
12,Cumin Powder ( Jeera Powder),0.004,0.196,430,84,,,,
13,Everest Dhaniya Powder,0.009,0.441,170,75,,,,
14,Veg Paste Ginger Garlic,0.04,1.96,90,176,,,,
15,Veg Coriander Chopped,0.02,0.98,54,53,,,,
16,Spice Kasturi Methi Catch,0.001,0.049,670,33,,,,
17,Keora Jal,0.003,0.147,41,6,,,,
18,Salt Tata,0.01,0.49,28,14,,,,
19,Super Garam Masala Catch,0.002,0.098,326,32,,,,
20,Water For Cooking,0.31,15.19,1,15,Photo,,,
21,,,,,,,,,
22,,,,,,,,,
23,,,,,,,,,
24,,,,,,,,,
25,,,,,,,,,
Total Qty,,1.19,58.5,#N/A,6103,,,,
16%,Yield Qty,1.00,49.1,Per Kg,124,,,,


Hyderabadi Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,33,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,,0,114,0,"1. Heat Oil in a pot, add cumin seeds, tej patta cinnamon stick black cardomom 
cloves..
2. put chop onion let it brown then add ginger garlic paste cook well add green chilli paste 
3 add haldi and chop tomato then deggi mirch dhaniya powder kitchen king chop mint leaves add some water 
cook weel then add white gravy and curd salt mix well and cook...
4. then sarve with chop corinder leaves 
",,,
2,Spice Tej Patta (Bay Leaf),0.00,0.000733333,168,0,,,,
3,Spice Cinnamon Stick (Whole),0.00,0.001466667,303,0,,,,
4,Spice Black Cardamom,0.00,0,1325,0,,,,
5,Spice Laung (Cloves),0.16,5.133333333,1244,6386,,,,
6,Spice Cardamom Green,0.09,2.933333333,2188,6418,,,,
7,Veg Red Onion Chopped,0.09,2.933333333,34,99,,,,
8,White Gravy,0.09,2.933333333,82,241,,,,
9,Veg Ginger Chopped,0.09,2.933333333,145,426,,,,
10,Veg Green Chilli Chopped,0.09,2.933333333,53,155,,,,
11,Veg Garlic Peeled/Chopped,0.09,2.933333333,209,613,,,,
12,Veg Tomato Chopped,0.09,2.933333333,23,67,,,,
13,Veg Coriander Chopped,0.09,2.933333333,54,158,,,,
14,Veg Spinach Palak Puree,0.09,2.933333333,33,95,,,,
15,Veg Mint Chopped,0.09,2.933333333,120,352,,,,
16,Butter Nutralite,0.09,2.933333333,105,308,,,,
17,Salt Tata,0.09,2.933333333,28,82,,,,
18,Spice Deggi Mirch Mdh,0.09,2.933333333,949,2784,,,,
19,Everest Dhaniya Powder,0.09,2.933333333,170,499,,,,
20,Spice Kasturi Methi Catch,0.09,2.933333333,670,1965,Photo,,,
21,Curd,0.09,2.933333333,70,205,,,,
22,Water For Cooking,0.09,2.933333333,1,3,,,,
23,Malai Paneer,0.09,2.933333333,230,675,,,,
24,Super Garam Masala Catch,0.09,2.933333333,326,956,,,,
25,Amul Fresh Cream,0.09,2.933333333,209,613,,,,
Total Qty,,1.93,63.8,#N/A,23101,,,,
15%,Yield Qty,1.64,54.2,Per Kg,426,,,,


Tawa Paneer Masala,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,60,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,60
1,Refined Oil Mahakosh,0.04,2.50,114,285,"1  take a pan heat oil put all khada masala then add chop onion then let it brown then add ginger garlic paste 
2  add tomato gravy then all indian masale haldi deggi mirch corinder powder kitchen king jeera powder salt and cook well
3  add white gravy mi well and cook
4  add water as per need and cook well then add cream and butter and kashturi methi..
5  garnish with chop corinder leaves 
6  now take a pan heat oil add cube onion and capsicum and toss well then put in gravy",,,2.5
2,Spice Jeera (Cumin) Whole,0.00,0.10,632,63,,,,0.1
3,Spice Cardamom Green,0.00,0.02,2188,44,,,,0.02
4,Spice Cinnamon Stick (Whole),0.00,0.02,303,6,,,,0.02
5,Spice Black Pepper Whole,0.00,0.02,817,13,,,,0.016
6,Spice Tej Patta (Bay Leaf),0.00,0.02,168,3,,,,0.015
7,Spice Laung (Cloves),0.00,0.02,1244,25,,,,0.02
8,Veg Red Onion Chopped,0.18,11.00,34,370,,,,11
9,Veg Ginger Chopped,0.01,0.50,145,73,,,,0.5
10,Veg Garlic Peeled/Chopped,0.04,2.50,209,523,,,,2.5
11,Veg Coriander Chopped,0.00,0.20,54,11,,,,0.2
12,Everest Haldi Powder,0.00,0.10,188,19,,,,0.1
13,Spice Deggi Mirch Mdh,0.00,0.10,949,95,,,,0.1
14,Red Chilli Powder Eastmade,0.00,0.09,357,32,,,,0.09
15,Everest Dhaniya Powder,0.00,0.09,170,15,,,,0.09
16,Cumin Powder ( Jeera Powder),0.00,0.06,430,26,,,,0.06
17,Spice Kitchen King Masala,0.00,0.15,500,75,,,,0.15
18,Water For Cooking,0.20,12.00,1,12,,,,12
19,Veg Capsicum Green Cleaned ,0.10,6.00,59,353,,,,6
20,Veg Tomato Chopped,0.23,14.00,23,320,Photo,,,14
21,Veg Green Chilli Chopped,0.00,0.01,53,1,,,,0.01
22,Salt Tata,0.01,0.40,28,11,,,,0.4
23,Malai Paneer,0.20,12.00,230,2760,,,,12
24,Onion Peeled Dices,0.07,4.00,31,125,,,,4
25,Spice Kasturi Methi Catch,0.00,0.15,670,101,,,,0.15
26,,,0.00,,,,,,
9,,1.10,66.0,#N/A,5358,,,,
8%,Yield Qty,1.01,60.8,Per Kg,88,,,,

Matar Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,70,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Onion-Tomato Gravy,0.538,37.7,25,942,".1 take a handi put oil in it heat the oil put jeera tej patta all khada masala..
 2 then out chop onion and cook until slightly brown put ginger garlic paste fry well
 3  then put tomato gravy cook well then put haldi deggi mirch powder corinder powder kitchen king
 red chilli powder jeera powder add water as per need cook well 
.3 put butter and cream and garnish with corinder leave..",,,
2,White Gravy,0.038,2.7,82,221,,,,
3,Spice Chilli Powder Kashmiri Catch,0.001,0.1,740,40,,,,
4,Green Peas Frozen Safal,0.154,10.8,77,829,,,,
5,Malai Paneer,0.246,17.2,230,3963,,,,
6,Veg Paste Ginger Garlic,0.038,2.7,90,242,,,,
7,Spice Garam Masala Whole,0.002,0.1,1280,138,,,,
8,Spice Jeera (Cumin) Whole,0.002,0.1,632,68,,,,
9,Khoya,0.000,0.0,348,0,,,,
10,Refined Oil Mahakosh,0.031,2.2,114,246,,,,
11,Spice Kitchen King Masala,0.002,0.2,500,81,,,,
12,Everest Haldi Powder,0.000,0.0,188,0,,,,
13,Super Garam Masala Catch,0.000,0.0,326,0,,,,
14,Veg Coriander Chopped,0.004,0.3,54,15,,,,
15,Onion Tomato Masala,0.108,7.5,58,437,,,,
16,Spice Kasturi Methi Catch,0.002,0.1,670,72,,,,
17,Amul Fresh Cream,0.046,3.2,209,675,,,,
18,Salt Tata,0.007,0.5,28,14,,,,
19,Water For Cooking,0.000,0.0,1,0,,,,
20,Butter Nutralite,0.015,1.1,105,113,Photo,,,
21,Cumin Powder ( Jeera Powder),0.001,0.1,430,32,,,,
22,Everest Dhaniya Powder,0.002,0.1,170,18,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.24,86.6,#N/A,8146,,,,
19%,Yield Qty,1.00,70.1,Per Kg,116,,,,


Shahi Paneer,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,70,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,91
1,Makhani Gravy,0.66,46.15,#REF!,#REF!,"1. In a pan, heat oil add tej patta dalchini whole jeera saute ginger garlic paste, add makhani gravy, add white gravy, salt, sugar, kasuri methi, butter, cream and cook well..
2. Add paneer, chopped coriander and serve hot..
     For Makhani Gravy  
1  take a handi put tomato onion corinder roots neet and clean add ginger garlic 
2  put oil dalchini tej patta deggi mirh and salt and boiled slow flame then graind well..",,,60
2,White Gravy,0.09,6.15,82,505,,,,8
3,Salt Tata,0.01,0.38,28,11,,,,0.49
4,Sugar,0.00,0.23,44,10,,,,0.3
5,Spice Kasturi Methi Catch,0.00,0.15,670,103,,,,0.2
6,Butter Nutralite,0.03,2.31,105,242,,,,3
7,Malai Paneer,0.15,10.50,230,2415,,,,18
8,Amul Fresh Cream,0.04,3.08,209,643,,,,4
9,Refined Oil Mahakosh,0.00,0.08,114,9,,,,0.1
10,Veg Paste Ginger Garlic,0.03,1.92,90,173,,,,2.5
11,Veg Coriander Chopped,0.00,0.23,54,12,,,,0.3
12,Water For Cooking,0.20,13.85,1,14,,,,18
13,,,,#N/A,,,,,
14,,,,#N/A,,,,,

15,,,,#N/A,,,,,
16,,,,#N/A,,,,,
17,,,,#N/A,,,,,
18,,,,#N/A,,,,,
19,,,,#N/A,,,,,
20,,,,#N/A,,Photo,,,
21,,,,#N/A,,,,,
22,,,,#N/A,,,,,
23,,,,#N/A,,,,,
24,,,,#N/A,,,,,
25,,,,#N/A,,,,,
Total Qty,,1.21,85.0,#N/A,#REF!,,,,
14%,Yield Qty,1.0,73.1,Per Kg,#REF!,,,,


Paneer Lababdar,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,66,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,0.02,1.32,114,150,"1. Heat oil in a pan, add chopped capsicum, add onion tomato masala, white gravy and makhani gravy. Cook for 2-3 minutes.
2. Add salt dhaniya powder, garam masala powder, kasuri methi, cumin powder
3. Add cream, chopped coriander and malai paneer cubes, adjust by adding hot water. Serve hot",,,
2,Veg Capsicum Green Cleaned ,0.1,6.6,59,388,,,,
3,Onion Tomato Masala,0.25,16.5,58,955,,,,
4,White Gravy,0.1,6.6,82,541,,,,
5,Makhani Gravy,0.14,9.24,#REF!,#REF!,,,,
6,Salt Tata,0.005,0.33,28,9,,,,
7,Everest Dhaniya Powder,0.005,0.33,170,56,,,,
8,Super Garam Masala Catch,0.003,0.198,326,65,,,,
9,Spice Kasturi Methi Catch,0.005,0.33,670,221,,,,
10,Cumin Powder ( Jeera Powder),0.005,0.33,430,142,,,,
11,Spice Kasturi Methi Catch,0.01,0.66,670,442,,,,
12,Butter Nutralite,0,0,105,0,,,,
13,Malai Paneer,0.24,15.84,230,3643,,,,
14,Water For Cooking,0.25,16.5,1,17,,,,
15,Veg Coriander Chopped,0.01,0.66,54,36,,,,
16,Amul Fresh Cream,0.05,3.3,209,690,,,,
17,,,0,#N/A,,,,,
18,,,0,#N/A,,,,,
19,,,0,#N/A,,,,,
20,,,0,#N/A,,Photo,,,
21,,,0,#N/A,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.19,78.7,#N/A,#REF!,,,,
15%,Yield Qty,1.0,66.9,Per Kg,#REF!,,,,


Paneer Do Pyaza,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,10,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,0.03,0.25,114,29,"1. In a pot, heat oil, add jeera, dhaniya crushed, kalonji and saute well. Add onion dices. Add some salt and turmeric. Add onion tomato masala, makhani gravy and white gravy. Cook well. 
2. Add garam masala, kasuri methi, chopped coriander and amul cream.
3. Add paneer cubes and serve hot",,,
2,Spice Jeera (Cumin) Whole,0.00,0.04,632,22,,,,
3,Spices Dhaniya Whole,0.00,0.03,144,4,,,,
4,Spice Kalonji,0.00,0.02,284,6,,,,
5,Onion Peeled Whole,0.11,1.10,34,37,,,,
6,Salt Tata,0.01,0.07,28,2,,,,
7,Everest Haldi Powder,0.00,0.01,188,2,,,,
8,Onion Tomato Masala,0.08,0.80,58,46,,,,
9,White Gravy,0.02,0.20,82,16,,,,
10,Makhani Gravy,0.40,4.00,#REF!,#REF!,,,,
11,Water For Cooking,0.23,2.30,1,2,,,,
12,Malai Paneer,0.24,2.40,230,552,,,,
13,Super Garam Masala Catch,0.00,0.01,326,3,,,,
14,Spice Kasturi Methi Catch,0.00,0.01,670,7,,,,
15,Veg Coriander Chopped,0.01,0.10,54,5,,,,
16,Amul Fresh Cream,0.03,0.30,209,63,,,,
17,Spice Chilli Powder Kashmiri Catch,0.00,0.02,740,15,,,,
18,Spice Kitchen King Masala,0.00,0.03,500,14,,,,
19,Everest Dhaniya Powder,0.0015,0.02,170,,,,,
20,Cumin Powder ( Jeera Powder),0.001,0.01,430,,Photo,,,
21,Butter Nutralite,0.008,0.08,105,,,,,
22,,,0,#N/A,,,,,
23,,,0,#N/A,,,,,
24,,,0,#N/A,,,,,
25,,,0,#N/A,,,,,
Total Qty,,1.18,11.8,#N/A,#REF!,,,,
15%,Yield Qty,1.0,10.0,Per Kg,#REF!,,,,


Paneer Hara Dhaniya Masala,,,,,,,,,
Video Link,,Per,Scale,Dish Specification:,,,,,
,,1,44,,,,,,
SNo.,Ingredients,Qty,Scale Qty,Cost,Total,Method,,,
1,Refined Oil Mahakosh,0.03,1.32,114,150,"1 Heat Oil in a pot, add cumin seeds.. 
2. put chop onion let it brown then add ginger garlic paste cook well add green chilli paste 
3 add haldi and chop tomato then deggi mirch dhaniya powder kitchen king chop mint leaves add some water 
cook well.
4. garnish fresh chop corinder leaves",,,
2,Spice Jeera (Cumin) Whole,0.004,0.176,632,111,,,,
3,Veg Paste Ginger Garlic,0.05,2.2,90,198,,,,
4,Veg Green Chilli Chopped,0.003,0.132,53,7,,,,
5,Spice Deggi Mirch Mdh,0.004,0.176,949,167,,,,
6,Everest Haldi Powder,0.004,0.176,188,33,,,,
7,Onion Tomato Masala,0.07,3.08,58,178,,,,
8,Spice Jeera (Cumin) Whole,0.004,0.176,632,111,,,,
9,Everest Dhaniya Powder,0.004,0.176,170,30,,,,
10,Super Garam Masala Catch,0.003,0.132,326,43,,,,
11,Salt Tata,0.012,0.528,28,15,,,,
12,Onion-Tomato Gravy,0.5,22,25,550,,,,
13,Water For Cooking,0.13,5.72,1,6,,,,
14,Malai Paneer,0.24,10.56,230,2429,,,,
15,Butter Nutralite,0.02,0.88,105,92,,,,
